bollinger_period,bollinger_std,bollinger_width_threshold,rsi_upper,rsi_lower,atr_multiplier,final_value
10,2,0.05,60,35,1.5,1072.8354850092453
10,2,0.05,60,35,2,1068.141329003894
10,2,0.05,60,40,0.5,961.4031573975969
10,2,0.05,60,40,0.8,950.7448271600247
10,2,0.05,60,40,1,943.6085196728778
10,2,0.05,60,40,1.2,953.6213174310402
10,2,0.05,60,40,1.5,945.9625669051713
10,2,0.05,60,40,2,936.8974582336609
10,2,0.05,65,25,0.5,1000.0
10,2,0.05,65,25,0.8,1000.0
10,2,0.05,65,25,1,1000.0
10,2,0.05,65,25,1.2,1000.0
10,2,0.05,65,25,1.5,1000.0
10,2,0.05,65,25,2,1000.0
10,2,0.05,65,30,0.5,980.6508613655617
10,2,0.05,65,30,0.8,980.5031912216741
10,2,0.05,65,30,1,984.9435150589908
10,2,0.05,65,30,1.2,985.0837859155115
10,2,0.05,65,30,1.5,985.4746076244818
10,2,0.05,65,30,2,980.6975430871981
10,2,0.05,65,35,0.5,1052.6621178538726
10,2,0.05,65,35,0.8,1049.0195954986573
10,2,0.05,65,35,1,1069.506547421142
10,2,0.05,65,35,1.2,1070.6369873531187
10,2,0.05,65,35,1.5,1072.8354850092453
10,2,0.05,65,35,2,1068.141329003894
10,2,0.05,65,40,0.5,961.4031573975969
10,2,0.05,65,40,0.8,950.7448271600247
10,2,0.05,65,40,1,943.6085196728778
10,2,0.05,65,40,1.2,953.6213174310402
10,2,0.05,65,40,1.5,945.9625669051713
10,2,0.05,65,40,2,936.8974582336609
10,2,0.05,70,25,0.5,1000.0
10,2,0.05,70,25,0.8,1000.0
10,2,0.05,70,25,1,1000.0
10,2,0.05,70,25,1.2,1000.0
10,2,0.05,70,25,1.5,1000.0
10,2,0.05,70,25,2,1000.0
10,2,0.05,70,30,0.5,980.6508613655617
10,2,0.05,70,30,0.8,980.5031912216741
10,2,0.05,70,30,1,984.9435150589908
10,2,0.05,70,30,1.2,985.0837859155115
10,2,0.05,70,30,1.5,985.4746076244818
10,2,0.05,70,30,2,980.6975430871981
10,2,0.05,70,35,0.5,1052.6621178538726
10,2,0.05,70,35,0.8,1049.0195954986573
10,2,0.05,70,35,1,1069.506547421142
10,2,0.05,70,35,1.2,1070.6369873531187
10,2,0.05,70,35,1.5,1072.8354850092453
10,2,0.05,70,35,2,1068.141329003894
10,2,0.05,70,40,0.5,961.4031573975969
10,2,0.05,70,40,0.8,950.7448271600247
10,2,0.05,70,40,1,943.6085196728778
10,2,0.05,70,40,1.2,953.6213174310402
10,2,0.05,70,40,1.5,945.9625669051713
10,2,0.05,70,40,2,936.8974582336609
10,2,0.05,75,25,0.5,1000.0
10,2,0.05,75,25,0.8,1000.0
10,2,0.05,75,25,1,1000.0
10,2,0.05,75,25,1.2,1000.0
10,2,0.05,75,25,1.5,1000.0
10,2,0.05,75,25,2,1000.0
10,2,0.05,75,30,0.5,980.6508613655617
10,2,0.05,75,30,0.8,980.5031912216741
10,2,0.05,75,30,1,984.9435150589908
10,2,0.05,75,30,1.2,985.0837859155115
10,2,0.05,75,30,1.5,985.4746076244818
10,2,0.05,75,30,2,980.6975430871981
10,2,0.05,75,35,0.5,1052.6621178538726
10,2,0.05,75,35,0.8,1049.0195954986573
10,2,0.05,75,35,1,1069.506547421142
10,2,0.05,75,35,1.2,1070.6369873531187
10,2,0.05,75,35,1.5,1072.8354850092453
10,2,0.05,75,35,2,1068.141329003894
10,2,0.05,75,40,0.5,961.4031573975969
10,2,0.05,75,40,0.8,950.7448271600247
10,2,0.05,75,40,1,943.6085196728778
10,2,0.05,75,40,1.2,953.6213174310402
10,2,0.05,75,40,1.5,945.9625669051713
10,2,0.05,75,40,2,936.8974582336609
10,2,0.05,80,25,0.5,1000.0
10,2,0.05,80,25,0.8,1000.0
10,2,0.05,80,25,1,1000.0
10,2,0.05,80,25,1.2,1000.0
10,2,0.05,80,25,1.5,1000.0
10,2,0.05,80,25,2,1000.0
10,2,0.05,80,30,0.5,980.6508613655617
10,2,0.05,80,30,0.8,980.5031912216741
10,2,0.05,80,30,1,984.9435150589908
10,2,0.05,80,30,1.2,985.0837859155115
10,2,0.05,80,30,1.5,985.4746076244818
10,2,0.05,80,30,2,980.6975430871981
10,2,0.05,80,35,0.5,1052.6621178538726
10,2,0.05,80,35,0.8,1049.0195954986573
10,2,0.05,80,35,1,1069.506547421142
10,2,0.05,80,35,1.2,1070.6369873531187
10,2,0.05,80,35,1.5,1072.8354850092453
10,2,0.05,80,35,2,1068.141329003894
10,2,0.05,80,40,0.5,961.4031573975969
10,2,0.05,80,40,0.8,950.7448271600247
10,2,0.05,80,40,1,943.6085196728778
10,2,0.05,80,40,1.2,953.6213174310402
10,2,0.05,80,40,1.5,945.9625669051713
10,2,0.05,80,40,2,936.8974582336609
10,2,0.06,60,25,0.5,1000.0
10,2,0.06,60,25,0.8,1000.0
10,2,0.06,60,25,1,1000.0
10,2,0.06,60,25,1.2,1000.0
10,2,0.06,60,25,1.5,1000.0
10,2,0.06,60,25,2,1000.0
10,2,0.06,60,30,0.5,980.6508613655617
10,2,0.06,60,30,0.8,980.5031912216741
10,2,0.06,60,30,1,984.9435150589908
10,2,0.06,60,30,1.2,985.0837859155115
10,2,0.06,60,30,1.5,985.4746076244818
10,2,0.06,60,30,2,980.6975430871981
10,2,0.06,60,35,0.5,1052.6621178538726
10,2,0.06,60,35,0.8,1049.0195954986573
10,2,0.06,60,35,1,1069.506547421142
10,2,0.06,60,35,1.2,1070.6369873531187
10,2,0.06,60,35,1.5,1072.8354850092453
10,2,0.06,60,35,2,1068.141329003894
10,2,0.06,60,40,0.5,961.4031573975969
10,2,0.06,60,40,0.8,950.7448271600247
10,2,0.06,60,40,1,943.6085196728778
10,2,0.06,60,40,1.2,953.6213174310402
10,2,0.06,60,40,1.5,945.9625669051713
10,2,0.06,60,40,2,936.8974582336609
10,2,0.06,65,25,0.5,1000.0
10,2,0.06,65,25,0.8,1000.0
10,2,0.06,65,25,1,1000.0
10,2,0.06,65,25,1.2,1000.0
10,2,0.06,65,25,1.5,1000.0
10,2,0.06,65,25,2,1000.0
10,2,0.06,65,30,0.5,980.6508613655617
10,2,0.06,65,30,0.8,980.5031912216741
10,2,0.06,65,30,1,984.9435150589908
10,2,0.06,65,30,1.2,985.0837859155115
10,2,0.06,65,30,1.5,985.4746076244818
10,2,0.06,65,30,2,980.6975430871981
10,2,0.06,65,35,0.5,1052.6621178538726
10,2,0.06,65,35,0.8,1049.0195954986573
10,2,0.06,65,35,1,1069.506547421142
10,2,0.06,65,35,1.2,1070.6369873531187
10,2,0.06,65,35,1.5,1072.8354850092453
10,2,0.06,65,35,2,1068.141329003894
10,2,0.06,65,40,0.5,961.4031573975969
10,2,0.06,65,40,0.8,950.7448271600247
10,2,0.06,65,40,1,943.6085196728778
10,2,0.06,65,40,1.2,953.6213174310402
10,2,0.06,65,40,1.5,945.9625669051713
10,2,0.06,65,40,2,936.8974582336609
10,2,0.06,70,25,0.5,1000.0
10,2,0.06,70,25,0.8,1000.0
10,2,0.06,70,25,1,1000.0
10,2,0.06,70,25,1.2,1000.0
10,2,0.06,70,25,1.5,1000.0
10,2,0.06,70,25,2,1000.0
10,2,0.06,70,30,0.5,980.6508613655617
10,2,0.06,70,30,0.8,980.5031912216741
10,2,0.06,70,30,1,984.9435150589908
10,2,0.06,70,30,1.2,985.0837859155115
10,2,0.06,70,30,1.5,985.4746076244818
10,2,0.06,70,30,2,980.6975430871981
10,2,0.06,70,35,0.5,1052.6621178538726
10,2,0.06,70,35,0.8,1049.0195954986573
10,2,0.06,70,35,1,1069.506547421142
10,2,0.06,70,35,1.2,1070.6369873531187
10,2,0.06,70,35,1.5,1072.8354850092453
10,2,0.06,70,35,2,1068.141329003894
10,2,0.06,70,40,0.5,961.4031573975969
10,2,0.06,70,40,0.8,950.7448271600247
10,2,0.06,70,40,1,943.6085196728778
10,2,0.06,70,40,1.2,953.6213174310402
10,2,0.06,70,40,1.5,945.9625669051713
10,2,0.06,70,40,2,936.8974582336609
10,2,0.06,75,25,0.5,1000.0
10,2,0.06,75,25,0.8,1000.0
10,2,0.06,75,25,1,1000.0
10,2,0.06,75,25,1.2,1000.0
10,2,0.06,75,25,1.5,1000.0
10,2,0.06,75,25,2,1000.0
10,2,0.06,75,30,0.5,980.6508613655617
10,2,0.06,75,30,0.8,980.5031912216741
10,2,0.06,75,30,1,984.9435150589908
10,2,0.06,75,30,1.2,985.0837859155115
10,2,0.06,75,30,1.5,985.4746076244818
10,2,0.06,75,30,2,980.6975430871981
10,2,0.06,75,35,0.5,1052.6621178538726
10,2,0.06,75,35,0.8,1049.0195954986573
10,2,0.06,75,35,1,1069.506547421142
10,2,0.06,75,35,1.2,1070.6369873531187
10,2,0.06,75,35,1.5,1072.8354850092453
10,2,0.06,75,35,2,1068.141329003894
10,2,0.06,75,40,0.5,961.4031573975969
10,2,0.06,75,40,0.8,950.7448271600247
10,2,0.06,75,40,1,943.6085196728778
10,2,0.06,75,40,1.2,953.6213174310402
10,2,0.06,75,40,1.5,945.9625669051713
10,2,0.06,75,40,2,936.8974582336609
10,2,0.06,80,25,0.5,1000.0
10,2,0.06,80,25,0.8,1000.0
10,2,0.06,80,25,1,1000.0
10,2,0.06,80,25,1.2,1000.0
10,2,0.06,80,25,1.5,1000.0
10,2,0.06,80,25,2,1000.0
10,2,0.06,80,30,0.5,980.6508613655617
10,2,0.06,80,30,0.8,980.5031912216741
10,2,0.06,80,30,1,984.9435150589908
10,2,0.06,80,30,1.2,985.0837859155115
10,2,0.06,80,30,1.5,985.4746076244818
10,2,0.06,80,30,2,980.6975430871981
10,2,0.06,80,35,0.5,1052.6621178538726
10,2,0.06,80,35,0.8,1049.0195954986573
10,2,0.06,80,35,1,1069.506547421142
10,2,0.06,80,35,1.2,1070.6369873531187
10,2,0.06,80,35,1.5,1072.8354850092453
10,2,0.06,80,35,2,1068.141329003894
10,2,0.06,80,40,0.5,961.4031573975969
10,2,0.06,80,40,0.8,950.7448271600247
10,2,0.06,80,40,1,943.6085196728778
10,2,0.06,80,40,1.2,953.6213174310402
10,2,0.06,80,40,1.5,945.9625669051713
10,2,0.06,80,40,2,936.8974582336609
10,2,0.07,60,25,0.5,1000.0
10,2,0.07,60,25,0.8,1000.0
10,2,0.07,60,25,1,1000.0
10,2,0.07,60,25,1.2,1000.0
10,2,0.07,60,25,1.5,1000.0
10,2,0.07,60,25,2,1000.0
10,2,0.07,60,30,0.5,980.6508613655617
10,2,0.07,60,30,0.8,980.5031912216741
10,2,0.07,60,30,1,984.9435150589908
10,2,0.07,60,30,1.2,985.0837859155115
10,2,0.07,60,30,1.5,985.4746076244818
10,2,0.07,60,30,2,980.6975430871981
10,2,0.07,60,35,0.5,1052.6621178538726
10,2,0.07,60,35,0.8,1049.0195954986573
10,2,0.07,60,35,1,1069.506547421142
10,2,0.07,60,35,1.2,1070.6369873531187
10,2,0.07,60,35,1.5,1072.8354850092453
10,2,0.07,60,35,2,1068.141329003894
10,2,0.07,60,40,0.5,961.4031573975969
10,2,0.07,60,40,0.8,950.7448271600247
10,2,0.07,60,40,1,943.6085196728778
10,2,0.07,60,40,1.2,953.6213174310402
10,2,0.07,60,40,1.5,945.9625669051713
10,2,0.07,60,40,2,936.8974582336609
10,2,0.07,65,25,0.5,1000.0
10,2,0.07,65,25,0.8,1000.0
10,2,0.07,65,25,1,1000.0
10,2,0.07,65,25,1.2,1000.0
10,2,0.07,65,25,1.5,1000.0
10,2,0.07,65,25,2,1000.0
10,2,0.07,65,30,0.5,980.6508613655617
10,2,0.07,65,30,0.8,980.5031912216741
10,2,0.07,65,30,1,984.9435150589908
10,2,0.07,65,30,1.2,985.0837859155115
10,2,0.07,65,30,1.5,985.4746076244818
10,2,0.07,65,30,2,980.6975430871981
10,2,0.07,65,35,0.5,1052.6621178538726
10,2,0.07,65,35,0.8,1049.0195954986573
10,2,0.07,65,35,1,1069.506547421142
10,2,0.07,65,35,1.2,1070.6369873531187
10,2,0.07,65,35,1.5,1072.8354850092453
10,2,0.07,65,35,2,1068.141329003894
10,2,0.07,65,40,0.5,961.4031573975969
10,2,0.07,65,40,0.8,950.7448271600247
10,2,0.07,65,40,1,943.6085196728778
10,2,0.07,65,40,1.2,953.6213174310402
10,2,0.07,65,40,1.5,945.9625669051713
10,2,0.07,65,40,2,936.8974582336609
10,2,0.07,70,25,0.5,1000.0
10,2,0.07,70,25,0.8,1000.0
10,2,0.07,70,25,1,1000.0
10,2,0.07,70,25,1.2,1000.0
10,2,0.07,70,25,1.5,1000.0
10,2,0.07,70,25,2,1000.0
10,2,0.07,70,30,0.5,980.6508613655617
10,2,0.07,70,30,0.8,980.5031912216741
10,2,0.07,70,30,1,984.9435150589908
10,2,0.07,70,30,1.2,985.0837859155115
10,2,0.07,70,30,1.5,985.4746076244818
10,2,0.07,70,30,2,980.6975430871981
10,2,0.07,70,35,0.5,1052.6621178538726
10,2,0.07,70,35,0.8,1049.0195954986573
10,2,0.07,70,35,1,1069.506547421142
10,2,0.07,70,35,1.2,1070.6369873531187
10,2,0.07,70,35,1.5,1072.8354850092453
10,2,0.07,70,35,2,1068.141329003894
10,2,0.07,70,40,0.5,961.4031573975969
10,2,0.07,70,40,0.8,950.7448271600247
10,2,0.07,70,40,1,943.6085196728778
10,2,0.07,70,40,1.2,953.6213174310402
10,2,0.07,70,40,1.5,945.9625669051713
10,2,0.07,70,40,2,936.8974582336609
10,2,0.07,75,25,0.5,1000.0
10,2,0.07,75,25,0.8,1000.0
10,2,0.07,75,25,1,1000.0
10,2,0.07,75,25,1.2,1000.0
10,2,0.07,75,25,1.5,1000.0
10,2,0.07,75,25,2,1000.0
10,2,0.07,75,30,0.5,980.6508613655617
10,2,0.07,75,30,0.8,980.5031912216741
10,2,0.07,75,30,1,984.9435150589908
10,2,0.07,75,30,1.2,985.0837859155115
10,2,0.07,75,30,1.5,985.4746076244818
10,2,0.07,75,30,2,980.6975430871981
10,2,0.07,75,35,0.5,1052.6621178538726
10,2,0.07,75,35,0.8,1049.0195954986573
10,2,0.07,75,35,1,1069.506547421142
10,2,0.07,75,35,1.2,1070.6369873531187
10,2,0.07,75,35,1.5,1072.8354850092453
10,2,0.07,75,35,2,1068.141329003894
10,2,0.07,75,40,0.5,961.4031573975969
10,2,0.07,75,40,0.8,950.7448271600247
10,2,0.07,75,40,1,943.6085196728778
10,2,0.07,75,40,1.2,953.6213174310402
10,2,0.07,75,40,1.5,945.9625669051713
10,2,0.07,75,40,2,936.8974582336609
10,2,0.07,80,25,0.5,1000.0
10,2,0.07,80,25,0.8,1000.0
10,2,0.07,80,25,1,1000.0
10,2,0.07,80,25,1.2,1000.0
10,2,0.07,80,25,1.5,1000.0
10,2,0.07,80,25,2,1000.0
10,2,0.07,80,30,0.5,980.6508613655617
10,2,0.07,80,30,0.8,980.5031912216741
10,2,0.07,80,30,1,984.9435150589908
10,2,0.07,80,30,1.2,985.0837859155115
10,2,0.07,80,30,1.5,985.4746076244818
10,2,0.07,80,30,2,980.6975430871981
10,2,0.07,80,35,0.5,1052.6621178538726
10,2,0.07,80,35,0.8,1049.0195954986573
10,2,0.07,80,35,1,1069.506547421142
10,2,0.07,80,35,1.2,1070.6369873531187
10,2,0.07,80,35,1.5,1072.8354850092453
10,2,0.07,80,35,2,1068.141329003894
10,2,0.07,80,40,0.5,961.4031573975969
10,2,0.07,80,40,0.8,950.7448271600247
10,2,0.07,80,40,1,943.6085196728778
10,2,0.07,80,40,1.2,953.6213174310402
10,2,0.07,80,40,1.5,945.9625669051713
10,2,0.07,80,40,2,936.8974582336609
10,2,0.08,60,25,0.5,1000.0
10,2,0.08,60,25,0.8,1000.0
10,2,0.08,60,25,1,1000.0
10,2,0.08,60,25,1.2,1000.0
10,2,0.08,60,25,1.5,1000.0
10,2,0.08,60,25,2,1000.0
10,2,0.08,60,30,0.5,980.6508613655617
10,2,0.08,60,30,0.8,980.5031912216741
10,2,0.08,60,30,1,984.9435150589908
10,2,0.08,60,30,1.2,985.0837859155115
10,2,0.08,60,30,1.5,985.4746076244818
10,2,0.08,60,30,2,980.6975430871981
10,2,0.08,60,35,0.5,1052.6621178538726
10,2,0.08,60,35,0.8,1049.0195954986573
10,2,0.08,60,35,1,1069.506547421142
10,2,0.08,60,35,1.2,1070.6369873531187
10,2,0.08,60,35,1.5,1072.8354850092453
10,2,0.08,60,35,2,1068.141329003894
10,2,0.08,60,40,0.5,961.4031573975969
10,2,0.08,60,40,0.8,950.7448271600247
10,2,0.08,60,40,1,943.6085196728778
10,2,0.08,60,40,1.2,953.6213174310402
10,2,0.08,60,40,1.5,945.9625669051713
10,2,0.08,60,40,2,936.8974582336609
10,2,0.08,65,25,0.5,1000.0
10,2,0.08,65,25,0.8,1000.0
10,2,0.08,65,25,1,1000.0
10,2,0.08,65,25,1.2,1000.0
10,2,0.08,65,25,1.5,1000.0
10,2,0.08,65,25,2,1000.0
10,2,0.08,65,30,0.5,980.6508613655617
10,2,0.08,65,30,0.8,980.5031912216741
10,2,0.08,65,30,1,984.9435150589908
10,2,0.08,65,30,1.2,985.0837859155115
10,2,0.08,65,30,1.5,985.4746076244818
10,2,0.08,65,30,2,980.6975430871981
10,2,0.08,65,35,0.5,1052.6621178538726
10,2,0.08,65,35,0.8,1049.0195954986573
10,2,0.08,65,35,1,1069.506547421142
10,2,0.08,65,35,1.2,1070.6369873531187
10,2,0.08,65,35,1.5,1072.8354850092453
10,2,0.08,65,35,2,1068.141329003894
10,2,0.08,65,40,0.5,961.4031573975969
10,2,0.08,65,40,0.8,950.7448271600247
10,2,0.08,65,40,1,943.6085196728778
10,2,0.08,65,40,1.2,953.6213174310402
10,2,0.08,65,40,1.5,945.9625669051713
10,2,0.08,65,40,2,936.8974582336609
10,2,0.08,70,25,0.5,1000.0
10,2,0.08,70,25,0.8,1000.0
10,2,0.08,70,25,1,1000.0
10,2,0.08,70,25,1.2,1000.0
10,2,0.08,70,25,1.5,1000.0
10,2,0.08,70,25,2,1000.0
10,2,0.08,70,30,0.5,980.6508613655617
10,2,0.08,70,30,0.8,980.5031912216741
10,2,0.08,70,30,1,984.9435150589908
10,2,0.08,70,30,1.2,985.0837859155115
10,2,0.08,70,30,1.5,985.4746076244818
10,2,0.08,70,30,2,980.6975430871981
10,2,0.08,70,35,0.5,1052.6621178538726
10,2,0.08,70,35,0.8,1049.0195954986573
10,2,0.08,70,35,1,1069.506547421142
10,2,0.08,70,35,1.2,1070.6369873531187
10,2,0.08,70,35,1.5,1072.8354850092453
10,2,0.08,70,35,2,1068.141329003894
10,2,0.08,70,40,0.5,961.4031573975969
10,2,0.08,70,40,0.8,950.7448271600247
10,2,0.08,70,40,1,943.6085196728778
10,2,0.08,70,40,1.2,953.6213174310402
10,2,0.08,70,40,1.5,945.9625669051713
10,2,0.08,70,40,2,936.8974582336609
10,2,0.08,75,25,0.5,1000.0
10,2,0.08,75,25,0.8,1000.0
10,2,0.08,75,25,1,1000.0
10,2,0.08,75,25,1.2,1000.0
10,2,0.08,75,25,1.5,1000.0
10,2,0.08,75,25,2,1000.0
10,2,0.08,75,30,0.5,980.6508613655617
10,2,0.08,75,30,0.8,980.5031912216741
10,2,0.08,75,30,1,984.9435150589908
10,2,0.08,75,30,1.2,985.0837859155115
10,2,0.08,75,30,1.5,985.4746076244818
10,2,0.08,75,30,2,980.6975430871981
10,2,0.08,75,35,0.5,1052.6621178538726
10,2,0.08,75,35,0.8,1049.0195954986573
10,2,0.08,75,35,1,1069.506547421142
10,2,0.08,75,35,1.2,1070.6369873531187
10,2,0.08,75,35,1.5,1072.8354850092453
10,2,0.08,75,35,2,1068.141329003894
10,2,0.08,75,40,0.5,961.4031573975969
10,2,0.08,75,40,0.8,950.7448271600247
10,2,0.08,75,40,1,943.6085196728778
10,2,0.08,75,40,1.2,953.6213174310402
10,2,0.08,75,40,1.5,945.9625669051713
10,2,0.08,75,40,2,936.8974582336609
10,2,0.08,80,25,0.5,1000.0
10,2,0.08,80,25,0.8,1000.0
10,2,0.08,80,25,1,1000.0
10,2,0.08,80,25,1.2,1000.0
10,2,0.08,80,25,1.5,1000.0
10,2,0.08,80,25,2,1000.0
10,2,0.08,80,30,0.5,980.6508613655617
10,2,0.08,80,30,0.8,980.5031912216741
10,2,0.08,80,30,1,984.9435150589908
10,2,0.08,80,30,1.2,985.0837859155115
10,2,0.08,80,30,1.5,985.4746076244818
10,2,0.08,80,30,2,980.6975430871981
10,2,0.08,80,35,0.5,1052.6621178538726
10,2,0.08,80,35,0.8,1049.0195954986573
10,2,0.08,80,35,1,1069.506547421142
10,2,0.08,80,35,1.2,1070.6369873531187
10,2,0.08,80,35,1.5,1072.8354850092453
10,2,0.08,80,35,2,1068.141329003894
10,2,0.08,80,40,0.5,961.4031573975969
10,2,0.08,80,40,0.8,950.7448271600247
10,2,0.08,80,40,1,943.6085196728778
10,2,0.08,80,40,1.2,953.6213174310402
10,2,0.08,80,40,1.5,945.9625669051713
10,2,0.08,80,40,2,936.8974582336609
14,0.5,0.03,60,25,0.5,1000.0
14,0.5,0.03,60,25,0.8,1000.0
14,0.5,0.03,60,25,1,1000.0
14,0.5,0.03,60,25,1.2,1000.0
14,0.5,0.03,60,25,1.5,1000.0
14,0.5,0.03,60,25,2,1000.0
14,0.5,0.03,60,30,0.5,980.6508613655617
14,0.5,0.03,60,30,0.8,980.5031912216741
14,0.5,0.03,60,30,1,984.9435150589908
14,0.5,0.03,60,30,1.2,985.0837859155115
14,0.5,0.03,60,30,1.5,985.4746076244818
14,0.5,0.03,60,30,2,980.6975430871981
14,0.5,0.03,60,35,0.5,1052.6621178538726
14,0.5,0.03,60,35,0.8,1049.0195954986573
14,0.5,0.03,60,35,1,1069.506547421142
14,0.5,0.03,60,35,1.2,1070.6369873531187
14,0.5,0.03,60,35,1.5,1072.8354850092453
14,0.5,0.03,60,35,2,1068.141329003894
14,0.5,0.03,60,40,0.5,967.2799405265189
14,0.5,0.03,60,40,0.8,971.0053787393357
14,0.5,0.03,60,40,1,942.6050262887188
14,0.5,0.03,60,40,1.2,941.1711414826493
14,0.5,0.03,60,40,1.5,949.0127963710893
14,0.5,0.03,60,40,2,947.134923973511
14,0.5,0.03,65,25,0.5,1000.0
14,0.5,0.03,65,25,0.8,1000.0
14,0.5,0.03,65,25,1,1000.0
14,0.5,0.03,65,25,1.2,1000.0
14,0.5,0.03,65,25,1.5,1000.0
14,0.5,0.03,65,25,2,1000.0
14,0.5,0.03,65,30,0.5,980.6508613655617
14,0.5,0.03,65,30,0.8,980.5031912216741
14,0.5,0.03,65,30,1,984.9435150589908
14,0.5,0.03,65,30,1.2,985.0837859155115
14,0.5,0.03,65,30,1.5,985.4746076244818
14,0.5,0.03,65,30,2,980.6975430871981
14,0.5,0.03,65,35,0.5,1052.6621178538726
14,0.5,0.03,65,35,0.8,1049.0195954986573
14,0.5,0.03,65,35,1,1069.506547421142
14,0.5,0.03,65,35,1.2,1070.6369873531187
14,0.5,0.03,65,35,1.5,1072.8354850092453
14,0.5,0.03,65,35,2,1068.141329003894
14,0.5,0.03,65,40,0.5,967.2799405265189
14,0.5,0.03,65,40,0.8,971.0053787393357
14,0.5,0.03,65,40,1,942.6050262887188
14,0.5,0.03,65,40,1.2,941.1711414826493
14,0.5,0.03,65,40,1.5,949.0127963710893
14,0.5,0.03,65,40,2,947.134923973511
14,0.5,0.03,70,25,0.5,1000.0
14,0.5,0.03,70,25,0.8,1000.0
14,0.5,0.03,70,25,1,1000.0
14,0.5,0.03,70,25,1.2,1000.0
14,0.5,0.03,70,25,1.5,1000.0
14,0.5,0.03,70,25,2,1000.0
14,0.5,0.03,70,30,0.5,980.6508613655617
14,0.5,0.03,70,30,0.8,980.5031912216741
14,0.5,0.03,70,30,1,984.9435150589908
14,0.5,0.03,70,30,1.2,985.0837859155115
14,0.5,0.03,70,30,1.5,985.4746076244818
14,0.5,0.03,70,30,2,980.6975430871981
14,0.5,0.03,70,35,0.5,1052.6621178538726
14,0.5,0.03,70,35,0.8,1049.0195954986573
14,0.5,0.03,70,35,1,1069.506547421142
14,0.5,0.03,70,35,1.2,1070.6369873531187
14,0.5,0.03,70,35,1.5,1072.8354850092453
14,0.5,0.03,70,35,2,1068.141329003894
14,0.5,0.03,70,40,0.5,967.2799405265189
14,0.5,0.03,70,40,0.8,971.0053787393357
14,0.5,0.03,70,40,1,942.6050262887188
14,0.5,0.03,70,40,1.2,941.1711414826493
14,0.5,0.03,70,40,1.5,949.0127963710893
14,0.5,0.03,70,40,2,947.134923973511
14,0.5,0.03,75,25,0.5,1000.0
14,0.5,0.03,75,25,0.8,1000.0
14,0.5,0.03,75,25,1,1000.0
14,0.5,0.03,75,25,1.2,1000.0
14,0.5,0.03,75,25,1.5,1000.0
14,0.5,0.03,75,25,2,1000.0
14,0.5,0.03,75,30,0.5,980.6508613655617
14,0.5,0.03,75,30,0.8,980.5031912216741
14,0.5,0.03,75,30,1,984.9435150589908
14,0.5,0.03,75,30,1.2,985.0837859155115
14,0.5,0.03,75,30,1.5,985.4746076244818
14,0.5,0.03,75,30,2,980.6975430871981
14,0.5,0.03,75,35,0.5,1052.6621178538726
14,0.5,0.03,75,35,0.8,1049.0195954986573
14,0.5,0.03,75,35,1,1069.506547421142
14,0.5,0.03,75,35,1.2,1070.6369873531187
14,0.5,0.03,75,35,1.5,1072.8354850092453
14,0.5,0.03,75,35,2,1068.141329003894
14,0.5,0.03,75,40,0.5,967.2799405265189
14,0.5,0.03,75,40,0.8,971.0053787393357
14,0.5,0.03,75,40,1,942.6050262887188
14,0.5,0.03,75,40,1.2,941.1711414826493
14,0.5,0.03,75,40,1.5,949.0127963710893
14,0.5,0.03,75,40,2,947.134923973511
14,0.5,0.03,80,25,0.5,1000.0
14,0.5,0.03,80,25,0.8,1000.0
14,0.5,0.03,80,25,1,1000.0
14,0.5,0.03,80,25,1.2,1000.0
14,0.5,0.03,80,25,1.5,1000.0
14,0.5,0.03,80,25,2,1000.0
14,0.5,0.03,80,30,0.5,980.6508613655617
14,0.5,0.03,80,30,0.8,980.5031912216741
14,0.5,0.03,80,30,1,984.9435150589908
14,0.5,0.03,80,30,1.2,985.0837859155115
14,0.5,0.03,80,30,1.5,985.4746076244818
14,0.5,0.03,80,30,2,980.6975430871981
14,0.5,0.03,80,35,0.5,1052.6621178538726
14,0.5,0.03,80,35,0.8,1049.0195954986573
14,0.5,0.03,80,35,1,1069.506547421142
14,0.5,0.03,80,35,1.2,1070.6369873531187
14,0.5,0.03,80,35,1.5,1072.8354850092453
14,0.5,0.03,80,35,2,1068.141329003894
14,0.5,0.03,80,40,0.5,967.2799405265189
14,0.5,0.03,80,40,0.8,971.0053787393357
14,0.5,0.03,80,40,1,942.6050262887188
14,0.5,0.03,80,40,1.2,941.1711414826493
14,0.5,0.03,80,40,1.5,949.0127963710893
14,0.5,0.03,80,40,2,947.134923973511
14,0.5,0.04,60,25,0.5,1000.0
14,0.5,0.04,60,25,0.8,1000.0
14,0.5,0.04,60,25,1,1000.0
14,0.5,0.04,60,25,1.2,1000.0
14,0.5,0.04,60,25,1.5,1000.0
14,0.5,0.04,60,25,2,1000.0
14,0.5,0.04,60,30,0.5,980.6508613655617
14,0.5,0.04,60,30,0.8,980.5031912216741
14,0.5,0.04,60,30,1,984.9435150589908
14,0.5,0.04,60,30,1.2,985.0837859155115
14,0.5,0.04,60,30,1.5,985.4746076244818
14,0.5,0.04,60,30,2,980.6975430871981
14,0.5,0.04,60,35,0.5,1067.1368117192062
14,0.5,0.04,60,35,0.8,1064.438118210241
14,0.5,0.04,60,35,1,1071.4778791347824
14,0.5,0.04,60,35,1.2,1073.4121282124468
14,0.5,0.04,60,35,1.5,1082.4989197987652
